//Section   Type   Level
0	    0	   4
0	    1	   4
0	    2	   4
0	    3	   4
0	    4	   4
0	    5	   4
0	    6	   4
0	    7	   4
0	    8	   4
0	    9	   4
0	    10	   4
0	    11	   4
0	    12	   4
0	    13	   4
0	    14	   4
0	    15	   4
0	    16	   4
0	    17	   4
0	    18	   4
0	    19	   4
0	    20	   4
0	    21	   4
0	    22	   4
0	    23	   4
0	    24	   4
0	    25	   4
0	    26	   4
0	    27	   4
0	    28	   4
0	    29	   4
0	    30	   4
0	    31	   4
0	    32	   4
0	    33	   4
0	    34	   4
0	    35	   4
0	    36	   4
0	    37	   4
0	    38	   4
0	    39	   4
0	    40	   4
0	    41	   4
0	    42	   4
0	    43	   4
0	    44	   4
0	    45	   4
0	    46	   4
0	    47	   4
0	    48	   4
0	    49	   4
0	    50	   4
0	    51	   4
0	    52	   4
0	    53	   4
0	    54	   4
0	    55	   4
0	    56	   4
0	    57	   4
0	    58	   4
0	    59	   4
0	    60	   4
0	    61	   4
0	    62	   4
0	    63	   4
0	    64	   4
0	    65	   4
0	    66	   4
0	    67	   4
0	    68	   4
0	    69	   4
0	    70	   4
0	    71	   4
0	    72	   4
0	    73	   4
0	    74	   4
0	    75	   4
0	    76	   4
0	    77	   4
0	    78	   4
0	    79	   4
0	    80	   4
0	    81	   4
0	    82	   4
0	    83	   4
0	    84	   4
0	    85	   4
0	    86	   4
0	    87	   4
0	    88	   4
0	    89	   4
0	    90	   4
0	    91	   4
0	    92	   4
0	    93	   4
0	    94	   4
0	    95	   4
0	    96	   4
0	    97	   4
0	    98	   4
0	    99	   4
0	    100	   4
0	    101	   4
0	    102	   4
0	    103	   4
0	    104	   4
0	    105	   4
0	    106	   4
0	    107	   4
0	    108	   4
0	    109	   4
0	    110	   4
0	    111	   4
0	    112	   4
0	    113	   4
0	    114	   4
0	    115	   4
0	    116	   4
0	    117	   4
0	    118	   4
0	    119	   4
0	    120	   4
0	    121	   4
0	    122	   4
0	    123	   4
0	    124	   4
0	    125	   4
0	    126	   4
0	    127	   4
0	    128	   4
0	    129	   4
0	    130	   4
0	    131	   4
0	    132	   4
0	    133	   4
0	    134	   4
0	    135	   4
0	    136	   4
0	    137	   4
0	    138	   4
0	    139	   4
0	    140	   4
0	    141	   4
0	    142	   4
0	    143	   4
0	    144	   4
0	    145	   4
0	    146	   4
0	    147	   4
0	    148	   4
0	    149	   4
0	    150	   4
0	    151	   4
0	    152	   4
0	    153	   4
0	    154	   4
0	    155	   4
0	    156	   4
0	    157	   4
0	    158	   4
0	    159	   4
0	    160	   4
0	    161	   4
0	    162	   4
0	    163	   4
0	    164	   4
0	    165	   4
0	    166	   4
0	    167	   4
0	    168	   4
0	    169	   4
0	    170	   4
0	    171	   4
0	    172	   4
0	    173	   4
0	    174	   4
0	    175	   4
0	    176	   4
0	    177	   4
0	    178	   4
0	    179	   4
0	    180	   4
0	    181	   4
0	    182	   4
0	    183	   4
0	    184	   4
0	    185	   4
0	    186	   4
0	    187	   4
0	    188	   4
0	    119	   4
0	    190	   4
0	    191	   4
0	    192	   4
0	    193	   4
0	    194	   4
0	    195	   4
0	    196	   4
0	    197	   4
0	    198	   4
0	    199	   4
0	    200	   4
//--
1	    0	   4
1	    1	   4
1	    2	   4
1	    3	   4
1	    4	   4
1	    5	   4
1	    6	   4
1	    7	   4
1	    8	   4
1	    9	   4
1	    10	   4
1	    11	   4
1	    12	   4
1	    13	   4
1	    14	   4
1	    15	   4
1	    16	   4
1	    17	   4
1	    18	   4
1	    19	   4
1	    20	   4
1	    21	   4
1	    22	   4
1	    23	   4
1	    24	   4
1	    25	   4
1	    26	   4
1	    27	   4
1	    28	   4
1	    29	   4
1	    30	   4
1	    31	   4
1	    32	   4
1	    33	   4
1	    34	   4
1	    35	   4
1	    36	   4
1	    37	   4
1	    38	   4
1	    39	   4
1	    40	   4
1	    41	   4
1	    42	   4
1	    43	   4
1	    44	   4
1	    45	   4
1	    46	   4
1	    47	   4
1	    48	   4
1	    49	   4
1	    50	   4
1	    51	   4
1	    52	   4
1	    53	   4
1	    54	   4
1	    55	   4
1	    56	   4
1	    57	   4
1	    58	   4
1	    59	   4
1	    60	   4
1	    61	   4
1	    62	   4
1	    63	   4
1	    64	   4
1	    65	   4
1	    66	   4
1	    67	   4
1	    68	   4
1	    69	   4
1	    70	   4
1	    71	   4
1	    72	   4
1	    73	   4
1	    74	   4
1	    75	   4
1	    76	   4
1	    77	   4
1	    78	   4
1	    79	   4
1	    80	   4
1	    81	   4
1	    82	   4
1	    83	   4
1	    84	   4
1	    85	   4
1	    86	   4
1	    87	   4
1	    88	   4
1	    89	   4
1	    90	   4
1	    91	   4
1	    92	   4
1	    93	   4
1	    94	   4
1	    95	   4
1	    96	   4
1	    97	   4
1	    98	   4
1	    99	   4
1	    100	   4
1	    101	   4
1	    102	   4
1	    103	   4
1	    104	   4
1	    105	   4
1	    106	   4
1	    107	   4
1	    108	   4
1	    109	   4
1	    110	   4
1	    111	   4
1	    112	   4
1	    113	   4
1	    114	   4
1	    115	   4
1	    116	   4
1	    117	   4
1	    118	   4
1	    119	   4
1	    120	   4
1	    121	   4
1	    122	   4
1	    123	   4
1	    124	   4
1	    125	   4
1	    126	   4
1	    127	   4
1	    128	   4
1	    129	   4
1	    130	   4
1	    131	   4
1	    132	   4
1	    133	   4
1	    134	   4
1	    135	   4
1	    136	   4
1	    137	   4
1	    138	   4
1	    139	   4
1	    140	   4
1	    141	   4
1	    142	   4
1	    143	   4
1	    144	   4
1	    145	   4
1	    146	   4
1	    147	   4
1	    148	   4
1	    149	   4
1	    150	   4
1	    151	   4
1	    152	   4
1	    153	   4
1	    154	   4
1	    155	   4
1	    156	   4
1	    157	   4
1	    158	   4
1	    159	   4
1	    160	   4
1	    161	   4
1	    162	   4
1	    163	   4
1	    164	   4
1	    165	   4
1	    166	   4
1	    167	   4
1	    168	   4
1	    169	   4
1	    170	   4
1	    171	   4
1	    172	   4
1	    173	   4
1	    174	   4
1	    175	   4
1	    176	   4
1	    177	   4
1	    178	   4
1	    179	   4
1	    180	   4
1	    181	   4
1	    182	   4
1	    183	   4
1	    184	   4
1	    185	   4
1	    186	   4
1	    187	   4
1	    188	   4
1	    119	   4
1	    190	   4
1	    191	   4
1	    192	   4
1	    193	   4
1	    194	   4
1	    195	   4
1	    196	   4
1	    197	   4
1	    198	   4
1	    199	   4
1	    200	   4
//--
2	    0	   4
2	    1	   4
2	    2	   4
2	    3	   4
2	    4	   4
2	    5	   4
2	    6	   4
2	    7	   4
2	    8	   4
2	    9	   4
2	    10	   4
2	    11	   4
2	    12	   4
2	    13	   4
2	    14	   4
2	    15	   4
2	    16	   4
2	    17	   4
2	    18	   4
2	    19	   4
2	    20	   4
2	    21	   4
2	    22	   4
2	    23	   4
2	    24	   4
2	    25	   4
2	    26	   4
2	    27	   4
2	    28	   4
2	    29	   4
2	    30	   4
2	    31	   4
2	    32	   4
2	    33	   4
2	    34	   4
2	    35	   4
2	    36	   4
2	    37	   4
2	    38	   4
2	    39	   4
2	    40	   4
2	    41	   4
2	    42	   4
2	    43	   4
2	    44	   4
2	    45	   4
2	    46	   4
2	    47	   4
2	    48	   4
2	    49	   4
2	    50	   4
2	    51	   4
2	    52	   4
2	    53	   4
2	    54	   4
2	    55	   4
2	    56	   4
2	    57	   4
2	    58	   4
2	    59	   4
2	    60	   4
2	    61	   4
2	    62	   4
2	    63	   4
2	    64	   4
2	    65	   4
2	    66	   4
2	    67	   4
2	    68	   4
2	    69	   4
2	    70	   4
2	    71	   4
2	    72	   4
2	    73	   4
2	    74	   4
2	    75	   4
2	    76	   4
2	    77	   4
2	    78	   4
2	    79	   4
2	    80	   4
2	    81	   4
2	    82	   4
2	    83	   4
2	    84	   4
2	    85	   4
2	    86	   4
2	    87	   4
2	    88	   4
2	    89	   4
2	    90	   4
